pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	2	2	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	2	2	-write-ops delete_person -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	2	3	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	2	3	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	2	3	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	2	3	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	2	3	-write-ops delete_person -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	2	4	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	2	4	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	2	4	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	2	4	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	2	4	-write-ops delete_person -duration 15s
pg-single	standard	hot-donor-w1	d22_recency_rollup_idx	arrival	small	2	1	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d21_recency_flag_unguarded	arrival	small	2	2	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d20_recency_flag	arrival	small	2	3	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d23_recency_rollup_app_idx	arrival	small	2	1	-strategy optimistic -read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d22_recency_rollup_idx	arrival	small	2	1	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d21_recency_flag_unguarded	arrival	small	2	2	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d20_recency_flag	arrival	small	2	3	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d23_recency_rollup_app_idx	arrival	small	2	1	-strategy optimistic -read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d22_recency_rollup_idx	arrival	small	2	1	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d21_recency_flag_unguarded	arrival	small	2	2	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d20_recency_flag	arrival	small	2	3	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d23_recency_rollup_app_idx	arrival	small	2	1	-strategy optimistic -read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d22_recency_rollup_idx	arrival	small	2	1	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d21_recency_flag_unguarded	arrival	small	2	2	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d20_recency_flag	arrival	small	2	3	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d23_recency_rollup_app_idx	arrival	small	2	1	-strategy optimistic -read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	recency-reads	d3_flattened_fk	reads	small	3	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d4_rollup_trigger	reads	small	3	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d5_rollup_app	reads	small	3	3	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d6_embedded_jsonb	reads	small	3	4	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d9_embedded_hybrid	reads	small	3	5	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d10_embedded_hybrid_locked	reads	small	3	6	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d18_recency_probe	reads	small	3	7	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d19_recency_window_sql	reads	small	3	8	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d20_recency_flag	reads	small	3	9	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d21_recency_flag_unguarded	reads	small	3	10	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d22_recency_rollup_idx	reads	small	3	11	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-reads	d23_recency_rollup_app_idx	reads	small	3	12	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	3	1	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	3	1	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	3	1	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	3	1	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d20_recency_flag	writes	small	3	1	-write-ops delete_person -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	3	2	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	3	2	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	3	2	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	3	2	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d21_recency_flag_unguarded	writes	small	3	2	-write-ops delete_person -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	3	3	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	3	3	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	3	3	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	3	3	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d22_recency_rollup_idx	writes	small	3	3	-write-ops delete_person -duration 15s
pg-single	standard	recency-maintenance	d23_recency_rollup_app_idx	writes	small	3	4	-write-ops insert -duration 15s
pg-single	standard	recency-maintenance	d23_recency_rollup_app_idx	writes	small	3	4	-write-ops insert_backdated -duration 15s
pg-single	standard	recency-maintenance	d23_recency_rollup_app_idx	writes	small	3	4	-write-ops delete -duration 15s
pg-single	standard	recency-maintenance	d23_recency_rollup_app_idx	writes	small	3	4	-write-ops update -duration 15s
pg-single	standard	recency-maintenance	d23_recency_rollup_app_idx	writes	small	3	4	-write-ops delete_person -duration 15s
pg-single	standard	hot-donor-w1	d20_recency_flag	arrival	small	3	1	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d21_recency_flag_unguarded	arrival	small	3	2	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d22_recency_rollup_idx	arrival	small	3	3	-read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w1	d23_recency_rollup_app_idx	arrival	small	3	1	-strategy optimistic -read-workers 0 -write-workers 1 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d20_recency_flag	arrival	small	3	1	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d21_recency_flag_unguarded	arrival	small	3	2	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d22_recency_rollup_idx	arrival	small	3	3	-read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w4	d23_recency_rollup_app_idx	arrival	small	3	1	-strategy optimistic -read-workers 0 -write-workers 4 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d20_recency_flag	arrival	small	3	1	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d21_recency_flag_unguarded	arrival	small	3	2	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d22_recency_rollup_idx	arrival	small	3	3	-read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w8	d23_recency_rollup_app_idx	arrival	small	3	1	-strategy optimistic -read-workers 0 -write-workers 8 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d20_recency_flag	arrival	small	3	1	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d21_recency_flag_unguarded	arrival	small	3	2	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d22_recency_rollup_idx	arrival	small	3	3	-read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
pg-single	standard	hot-donor-w16	d23_recency_rollup_app_idx	arrival	small	3	1	-strategy optimistic -read-workers 0 -write-workers 16 -arrival-rate 500 -hot-probability 1 -hot-donors 1 -duration 20s
yb-cluster3	standard	recency-placement	d20_recency_flag	reads	small	1	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d20_recency_flag	writes	small	1	1	-write-ops insert -duration 20s
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	reads	small	1	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	writes	small	1	2	-write-ops insert -duration 20s
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	reads	small	2	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	writes	small	2	1	-write-ops insert -duration 20s
yb-cluster3	standard	recency-placement	d20_recency_flag	reads	small	2	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d20_recency_flag	writes	small	2	2	-write-ops insert -duration 20s
yb-cluster3	standard	recency-placement	d20_recency_flag	reads	small	3	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d20_recency_flag	writes	small	3	1	-write-ops insert -duration 20s
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	reads	small	3	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-cluster3	standard	recency-placement	d24_recency_flag_colocated	writes	small	3	2	-write-ops insert -duration 20s
yb-single	standard	recency-reads	d3_flattened_fk	reads	small	1	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d4_rollup_trigger	reads	small	1	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d5_rollup_app	reads	small	1	3	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d6_embedded_jsonb	reads	small	1	4	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d9_embedded_hybrid	reads	small	1	5	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d10_embedded_hybrid_locked	reads	small	1	6	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d18_recency_probe	reads	small	1	7	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d19_recency_window_sql	reads	small	1	8	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d20_recency_flag	reads	small	1	9	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d21_recency_flag_unguarded	reads	small	1	10	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d22_recency_rollup_idx	reads	small	1	11	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d23_recency_rollup_app_idx	reads	small	1	12	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d23_recency_rollup_app_idx	reads	small	2	1	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d22_recency_rollup_idx	reads	small	2	2	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d21_recency_flag_unguarded	reads	small	2	3	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d20_recency_flag	reads	small	2	4	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
yb-single	standard	recency-reads	d19_recency_window_sql	reads	small	2	5	-preparation analyze -queries q13_donors_last_gift_window,q14_donors_last_gift_window_count,q15_charity_donors_last_gift_window,q16_lapsed_donors_count
